city,location,area_sqft,bedrooms,furnishing,age_years,price_per_sqft,price_in_lakhs
Bangalore,Indiranagar,1600,3,Semi-Furnished,15,18058.95,288.94
Bangalore,Indiranagar,1600,3,Furnished,2,21021,336.34
Bangalore,Indiranagar,1600,3,Furnished,9,19969.95,319.52
Bangalore,Indiranagar,1600,3,Furnished,15,18918.9,302.7
Bangalore,Whitefield,800,1,Unfurnished,2,11220,89.76
Bangalore,Whitefield,800,1,Unfurnished,9,10659,85.27
Bangalore,Whitefield,800,1,Unfurnished,15,10098,80.78
Bangalore,Whitefield,800,1,Semi-Furnished,2,11781,94.25
Bangalore,Whitefield,800,1,Semi-Furnished,9,11191.95,89.54
Bangalore,Whitefield,800,1,Semi-Furnished,15,10602.9,84.82
Bangalore,Whitefield,800,1,Furnished,2,12342,98.74
Bangalore,Whitefield,800,1,Furnished,9,11724.9,93.8
Bangalore,Whitefield,800,1,Furnished,15,11107.8,88.86
Bangalore,Whitefield,800,2,Unfurnished,2,11000,88
Bangalore,Whitefield,800,2,Unfurnished,9,10450,83.6
Bangalore,Whitefield,800,2,Unfurnished,15,9900,79.2
Bangalore,Whitefield,800,2,Semi-Furnished,2,11550,92.4
Bangalore,Whitefield,800,2,Semi-Furnished,9,10972.5,87.78
Bangalore,Whitefield,800,2,Semi-Furnished,15,10395,83.16
Bangalore,Whitefield,800,2,Furnished,2,12100,96.8
Bangalore,Whitefield,800,2,Furnished,9,11495,91.96
Bangalore,Whitefield,800,2,Furnished,15,10890,87.12
Bangalore,Whitefield,800,3,Unfurnished,2,10780,86.24
Bangalore,Whitefield,800,3,Unfurnished,9,10241,81.93
Bangalore,Whitefield,800,3,Unfurnished,15,9702,77.62
Bangalore,Whitefield,800,3,Semi-Furnished,2,11319,90.55
Bangalore,Whitefield,800,3,Semi-Furnished,9,10753.05,86.02
Bangalore,Whitefield,800,3,Semi-Furnished,15,10187.1,81.5
Bangalore,Whitefield,800,3,Furnished,2,11858,94.86
Bangalore,Whitefield,800,3,Furnished,9,11265.1,90.12
Bangalore,Whitefield,800,3,Furnished,15,10672.2,85.38
Bangalore,Whitefield,1200,1,Unfurnished,2,11220,134.64
Bangalore,Whitefield,1200,1,Unfurnished,9,10659,127.91
Bangalore,Whitefield,1200,1,Unfurnished,15,10098,121.18
Bangalore,Whitefield,1200,1,Semi-Furnished,2,11781,141.37
Bangalore,Whitefield,1200,1,Semi-Furnished,9,11191.95,134.3
Bangalore,Whitefield,1200,1,Semi-Furnished,15,10602.9,127.23
Bangalore,Whitefield,1200,1,Furnished,2,12342,148.1
Bangalore,Whitefield,1200,1,Furnished,9,11724.9,140.7
Bangalore,Whitefield,1200,1,Furnished,15,11107.8,133.29
Bangalore,Whitefield,1200,2,Unfurnished,2,11000,132
Bangalore,Whitefield,1200,2,Unfurnished,9,10450,125.4
Bangalore,Whitefield,1200,2,Unfurnished,15,9900,118.8
Bangalore,Whitefield,1200,2,Semi-Furnished,2,11550,138.6
Bangalore,Whitefield,1200,2,Semi-Furnished,9,10972.5,131.67
Bangalore,Whitefield,1200,2,Semi-Furnished,15,10395,124.74
Bangalore,Whitefield,1200,2,Furnished,2,12100,145.2
Bangalore,Whitefield,1200,2,Furnished,9,11495,137.94
Bangalore,Whitefield,1200,2,Furnished,15,10890,130.68
Bangalore,Whitefield,1200,3,Unfurnished,2,10780,129.36
Bangalore,Whitefield,1200,3,Unfurnished,9,10241,122.89
Bangalore,Whitefield,1200,3,Unfurnished,15,9702,116.42
Bangalore,Whitefield,1200,3,Semi-Furnished,2,11319,135.83
Bangalore,Whitefield,1200,3,Semi-Furnished,9,10753.05,129.04
Bangalore,Whitefield,1200,3,Semi-Furnished,15,10187.1,122.25
Bangalore,Whitefield,1200,3,Furnished,2,11858,142.3
Bangalore,Whitefield,1200,3,Furnished,9,11265.1,135.18
Bangalore,Whitefield,1200,3,Furnished,15,10672.2,128.07
Bangalore,Whitefield,1600,1,Unfurnished,2,11220,179.52
Bangalore,Whitefield,1600,1,Unfurnished,9,10659,170.54
Bangalore,Whitefield,1600,1,Unfurnished,15,10098,161.57
Bangalore,Whitefield,1600,1,Semi-Furnished,2,11781,188.5
Bangalore,Whitefield,1600,1,Semi-Furnished,9,11191.95,179.07
Bangalore,Whitefield,1600,1,Semi-Furnished,15,10602.9,169.65
Bangalore,Whitefield,1600,1,Furnished,2,12342,197.47
Bangalore,Whitefield,1600,1,Furnished,9,11724.9,187.6
Bangalore,Whitefield,1600,1,Furnished,15,11107.8,177.72
Bangalore,Whitefield,1600,2,Unfurnished,2,11000,176
Bangalore,Whitefield,1600,2,Unfurnished,9,10450,167.2
Bangalore,Whitefield,1600,2,Unfurnished,15,9900,158.4
Bangalore,Whitefield,1600,2,Semi-Furnished,2,11550,184.8
Bangalore,Whitefield,1600,2,Semi-Furnished,9,10972.5,175.56
Bangalore,Whitefield,1600,2,Semi-Furnished,15,10395,166.32
Bangalore,Whitefield,1600,2,Furnished,2,12100,193.6
Bangalore,Whitefield,1600,2,Furnished,9,11495,183.92
Bangalore,Whitefield,1600,2,Furnished,15,10890,174.24
Bangalore,Whitefield,1600,3,Unfurnished,2,10780,172.48
Bangalore,Whitefield,1600,3,Unfurnished,9,10241,163.86
Bangalore,Whitefield,1600,3,Unfurnished,15,9702,155.23
Bangalore,Whitefield,1600,3,Semi-Furnished,2,11319,181.1
Bangalore,Whitefield,1600,3,Semi-Furnished,9,10753.05,172.05
Bangalore,Whitefield,1600,3,Semi-Furnished,15,10187.1,162.99
Bangalore,Whitefield,1600,3,Furnished,2,11858,189.73
Bangalore,Whitefield,1600,3,Furnished,9,11265.1,180.24
Bangalore,Whitefield,1600,3,Furnished,15,10672.2,170.76
Delhi,Hauz Khas,800,1,Unfurnished,2,31622.04,252.98
Delhi,Hauz Khas,800,1,Unfurnished,9,30040.94,240.33
Delhi,Hauz Khas,800,1,Unfurnished,15,28459.84,227.68
Delhi,Hauz Khas,800,1,Semi-Furnished,2,33203.14,265.63
Delhi,Hauz Khas,800,1,Semi-Furnished,9,31542.98,252.34
Delhi,Hauz Khas,800,1,Semi-Furnished,15,29882.83,239.06
Delhi,Hauz Khas,800,1,Furnished,2,34784.24,278.27
Delhi,Hauz Khas,800,1,Furnished,9,33045.03,264.36
Delhi,Hauz Khas,800,1,Furnished,15,31305.82,250.45
Delhi,Hauz Khas,800,2,Unfurnished,2,31002,248.02
Delhi,Hauz Khas,800,2,Unfurnished,9,29451.9,235.62
Delhi,Hauz Khas,800,2,Unfurnished,15,27901.8,223.21
Delhi,Hauz Khas,800,2,Semi-Furnished,2,32552.1,260.42
Delhi,Hauz Khas,800,2,Semi-Furnished,9,30924.49,247.4
Delhi,Hauz Khas,800,2,Semi-Furnished,15,29296.89,234.38
Delhi,Hauz Khas,800,2,Furnished,2,34102.2,272.82
Delhi,Hauz Khas,800,2,Furnished,9,32397.09,259.18
Delhi,Hauz Khas,800,2,Furnished,15,30691.98,245.54
Delhi,Hauz Khas,800,3,Unfurnished,2,30381.96,243.06
Delhi,Hauz Khas,800,3,Unfurnished,9,28862.86,230.9
Delhi,Hauz Khas,800,3,Unfurnished,15,27343.76,218.75
Delhi,Hauz Khas,800,3,Semi-Furnished,2,31901.06,255.21
Delhi,Hauz Khas,800,3,Semi-Furnished,9,30306.01,242.45
Delhi,Hauz Khas,800,3,Semi-Furnished,15,28710.95,229.69
Delhi,Hauz Khas,800,3,Furnished,2,33420.16,267.36
Delhi,Hauz Khas,800,3,Furnished,9,31749.15,253.99
Delhi,Hauz Khas,800,3,Furnished,15,30078.14,240.63
Delhi,Hauz Khas,1200,1,Unfurnished,2,31622.04,379.46
Delhi,Hauz Khas,1200,1,Unfurnished,9,30040.94,360.49
Delhi,Hauz Khas,1200,1,Unfurnished,15,28459.84,341.52
Delhi,Hauz Khas,1200,1,Semi-Furnished,2,33203.14,398.44
Delhi,Hauz Khas,1200,1,Semi-Furnished,9,31542.98,378.52
Delhi,Hauz Khas,1200,1,Semi-Furnished,15,29882.83,358.59
Delhi,Hauz Khas,1200,1,Furnished,2,34784.24,417.41
Delhi,Hauz Khas,1200,1,Furnished,9,33045.03,396.54
Delhi,Hauz Khas,1200,1,Furnished,15,31305.82,375.67
Delhi,Hauz Khas,1200,2,Unfurnished,2,31002,372.02
Delhi,Hauz Khas,1200,2,Unfurnished,9,29451.9,353.42
Delhi,Hauz Khas,1200,2,Unfurnished,15,27901.8,334.82
Delhi,Hauz Khas,1200,2,Semi-Furnished,2,32552.1,390.63
Delhi,Hauz Khas,1200,2,Semi-Furnished,9,30924.49,371.09
Delhi,Hauz Khas,1200,2,Semi-Furnished,15,29296.89,351.56
Delhi,Hauz Khas,1200,2,Furnished,2,34102.2,409.23
Delhi,Hauz Khas,1200,2,Furnished,9,32397.09,388.77
Delhi,Hauz Khas,1200,2,Furnished,15,30691.98,368.3
Delhi,Hauz Khas,1200,3,Unfurnished,2,30381.96,364.58
Delhi,Hauz Khas,1200,3,Unfurnished,9,28862.86,346.35
Delhi,Hauz Khas,1200,3,Unfurnished,15,27343.76,328.13
Delhi,Hauz Khas,1200,3,Semi-Furnished,2,31901.06,382.81
Delhi,Hauz Khas,1200,3,Semi-Furnished,9,30306.01,363.67
Delhi,Hauz Khas,1200,3,Semi-Furnished,15,28710.95,344.53
Delhi,Hauz Khas,1200,3,Furnished,2,33420.16,401.04
Delhi,Hauz Khas,1200,3,Furnished,9,31749.15,380.99
Delhi,Hauz Khas,1200,3,Furnished,15,30078.14,360.94
Delhi,Hauz Khas,1600,1,Unfurnished,2,31622.04,505.95
Delhi,Hauz Khas,1600,1,Unfurnished,9,30040.94,480.66
Delhi,Hauz Khas,1600,1,Unfurnished,15,28459.84,455.36
Delhi,Hauz Khas,1600,1,Semi-Furnished,2,33203.14,531.25
Delhi,Hauz Khas,1600,1,Semi-Furnished,9,31542.98,504.69
Delhi,Hauz Khas,1600,1,Semi-Furnished,15,29882.83,478.13
Delhi,Hauz Khas,1600,1,Furnished,2,34784.24,556.55
Delhi,Hauz Khas,1600,1,Furnished,9,33045.03,528.72
Delhi,Hauz Khas,1600,1,Furnished,15,31305.82,500.89
Delhi,Hauz Khas,1600,2,Unfurnished,2,31002,496.03
Delhi,Hauz Khas,1600,2,Unfurnished,9,29451.9,471.23
Delhi,Hauz Khas,1600,2,Unfurnished,15,27901.8,446.43
Delhi,Hauz Khas,1600,2,Semi-Furnished,2,32552.1,520.83
Delhi,Hauz Khas,1600,2,Semi-Furnished,9,30924.49,494.79
Delhi,Hauz Khas,1600,2,Semi-Furnished,15,29296.89,468.75
Delhi,Hauz Khas,1600,2,Furnished,2,34102.2,545.64
Delhi,Hauz Khas,1600,2,Furnished,9,32397.09,518.35
Delhi,Hauz Khas,1600,2,Furnished,15,30691.98,491.07
Delhi,Hauz Khas,1600,3,Unfurnished,2,30381.96,486.11
Delhi,Hauz Khas,1600,3,Unfurnished,9,28862.86,461.81
Delhi,Hauz Khas,1600,3,Unfurnished,15,27343.76,437.5
Delhi,Hauz Khas,1600,3,Semi-Furnished,2,31901.06,510.42
Delhi,Hauz Khas,1600,3,Semi-Furnished,9,30306.01,484.9
Delhi,Hauz Khas,1600,3,Semi-Furnished,15,28710.95,459.38
Delhi,Hauz Khas,1600,3,Furnished,2,33420.16,534.72
Delhi,Hauz Khas,1600,3,Furnished,9,31749.15,507.99
Delhi,Hauz Khas,1600,3,Furnished,15,30078.14,481.25
Jaipur,Vaishali Nagar,800,1,Unfurnished,2,6641.22,53.13
Jaipur,Vaishali Nagar,800,1,Unfurnished,9,6309.16,50.47
Jaipur,Vaishali Nagar,800,1,Unfurnished,15,5977.1,47.82
Jaipur,Vaishali Nagar,800,1,Semi-Furnished,2,6973.28,55.79
Jaipur,Vaishali Nagar,800,1,Semi-Furnished,9,6624.62,53
Jaipur,Vaishali Nagar,800,1,Semi-Furnished,15,6275.95,50.21
Jaipur,Vaishali Nagar,800,1,Furnished,2,7305.34,58.44
Jaipur,Vaishali Nagar,800,1,Furnished,9,6940.07,55.52
Jaipur,Vaishali Nagar,800,1,Furnished,15,6574.81,52.6
Jaipur,Vaishali Nagar,800,2,Unfurnished,2,6511,52.09
Jaipur,Vaishali Nagar,800,2,Unfurnished,9,6185.45,49.48
Jaipur,Vaishali Nagar,800,2,Unfurnished,15,5859.9,46.88
Jaipur,Vaishali Nagar,800,2,Semi-Furnished,2,6836.55,54.69
Jaipur,Vaishali Nagar,800,2,Semi-Furnished,9,6494.72,51.96
Jaipur,Vaishali Nagar,800,2,Semi-Furnished,15,6152.9,49.22
Jaipur,Vaishali Nagar,800,2,Furnished,2,7162.1,57.3
Jaipur,Vaishali Nagar,800,2,Furnished,9,6803.99,54.43
Jaipur,Vaishali Nagar,800,2,Furnished,15,6445.89,51.57
Jaipur,Vaishali Nagar,800,3,Unfurnished,2,6380.78,51.05
Jaipur,Vaishali Nagar,800,3,Unfurnished,9,6061.74,48.49
Jaipur,Vaishali Nagar,800,3,Unfurnished,15,5742.7,45.94
Jaipur,Vaishali Nagar,800,3,Semi-Furnished,2,6699.82,53.6
Jaipur,Vaishali Nagar,800,3,Semi-Furnished,9,6364.83,50.92
Jaipur,Vaishali Nagar,800,3,Semi-Furnished,15,6029.84,48.24
Jaipur,Vaishali Nagar,800,3,Furnished,2,7018.86,56.15
Jaipur,Vaishali Nagar,800,3,Furnished,9,6667.92,53.34
Jaipur,Vaishali Nagar,800,3,Furnished,15,6316.97,50.54
Jaipur,Vaishali Nagar,1200,1,Unfurnished,2,6641.22,79.69
Jaipur,Vaishali Nagar,1200,1,Unfurnished,9,6309.16,75.71
Jaipur,Vaishali Nagar,1200,1,Unfurnished,15,5977.1,71.73
Jaipur,Vaishali Nagar,1200,1,Semi-Furnished,2,6973.28,83.68
Jaipur,Vaishali Nagar,1200,1,Semi-Furnished,9,6624.62,79.5
Jaipur,Vaishali Nagar,1200,1,Semi-Furnished,15,6275.95,75.31
Jaipur,Vaishali Nagar,1200,1,Furnished,2,7305.34,87.66
Jaipur,Vaishali Nagar,1200,1,Furnished,9,6940.07,83.28
Jaipur,Vaishali Nagar,1200,1,Furnished,15,6574.81,78.9
Jaipur,Vaishali Nagar,1200,2,Unfurnished,2,6511,78.13
Jaipur,Vaishali Nagar,1200,2,Unfurnished,9,6185.45,74.23
Jaipur,Vaishali Nagar,1200,2,Unfurnished,15,5859.9,70.32
Jaipur,Vaishali Nagar,1200,2,Semi-Furnished,2,6836.55,82.04
Jaipur,Vaishali Nagar,1200,2,Semi-Furnished,9,6494.72,77.94
Jaipur,Vaishali Nagar,1200,2,Semi-Furnished,15,6152.9,73.83
Jaipur,Vaishali Nagar,1200,2,Furnished,2,7162.1,85.95
Jaipur,Vaishali Nagar,1200,2,Furnished,9,6803.99,81.65
Jaipur,Vaishali Nagar,1200,2,Furnished,15,6445.89,77.35
Jaipur,Vaishali Nagar,1200,3,Unfurnished,2,6380.78,76.57
Jaipur,Vaishali Nagar,1200,3,Unfurnished,9,6061.74,72.74
Jaipur,Vaishali Nagar,1200,3,Unfurnished,15,5742.7,68.91
Jaipur,Vaishali Nagar,1200,3,Semi-Furnished,2,6699.82,80.4
Jaipur,Vaishali Nagar,1200,3,Semi-Furnished,9,6364.83,76.38
Jaipur,Vaishali Nagar,1200,3,Semi-Furnished,15,6029.84,72.36
Jaipur,Vaishali Nagar,1200,3,Furnished,2,7018.86,84.23
Jaipur,Vaishali Nagar,1200,3,Furnished,9,6667.92,80.01
Jaipur,Vaishali Nagar,1200,3,Furnished,15,6316.97,75.8
Jaipur,Vaishali Nagar,1600,1,Unfurnished,2,6641.22,106.26
Jaipur,Vaishali Nagar,1600,1,Unfurnished,9,6309.16,100.95
Jaipur,Vaishali Nagar,1600,1,Unfurnished,15,5977.1,95.63
Jaipur,Vaishali Nagar,1600,1,Semi-Furnished,2,6973.28,111.57
Jaipur,Vaishali Nagar,1600,1,Semi-Furnished,9,6624.62,105.99
Jaipur,Vaishali Nagar,1600,1,Semi-Furnished,15,6275.95,100.42
Jaipur,Vaishali Nagar,1600,1,Furnished,2,7305.34,116.89
Jaipur,Vaishali Nagar,1600,1,Furnished,9,6940.07,111.04
Jaipur,Vaishali Nagar,1600,1,Furnished,15,6574.81,105.2
Jaipur,Vaishali Nagar,1600,2,Unfurnished,2,6511,104.18
Jaipur,Vaishali Nagar,1600,2,Unfurnished,9,6185.45,98.97
Jaipur,Vaishali Nagar,1600,2,Unfurnished,15,5859.9,93.76
Jaipur,Vaishali Nagar,1600,2,Semi-Furnished,2,6836.55,109.38
Jaipur,Vaishali Nagar,1600,2,Semi-Furnished,9,6494.72,103.92
Jaipur,Vaishali Nagar,1600,2,Semi-Furnished,15,6152.9,98.45
Jaipur,Vaishali Nagar,1600,2,Furnished,2,7162.1,114.59
Jaipur,Vaishali Nagar,1600,2,Furnished,9,6803.99,108.86
Jaipur,Vaishali Nagar,1600,2,Furnished,15,6445.89,103.13
Jaipur,Vaishali Nagar,1600,3,Unfurnished,2,6380.78,102.09
Jaipur,Vaishali Nagar,1600,3,Unfurnished,9,6061.74,96.99
Jaipur,Vaishali Nagar,1600,3,Unfurnished,15,5742.7,91.88
Jaipur,Vaishali Nagar,1600,3,Semi-Furnished,2,6699.82,107.2
Jaipur,Vaishali Nagar,1600,3,Semi-Furnished,9,6364.83,101.84
Jaipur,Vaishali Nagar,1600,3,Semi-Furnished,15,6029.84,96.48
Jaipur,Vaishali Nagar,1600,3,Furnished,2,7018.86,112.3
Jaipur,Vaishali Nagar,1600,3,Furnished,9,6667.92,106.69
Jaipur,Vaishali Nagar,1600,3,Furnished,15,6316.97,101.07
